key,응시년도,모의고사,문항번호,문장번호,문장
281,2023,9,29,5,"When you feel your heart beating or your breath quickening, realizing that it is your body’s way of trying to give you more energy. "
282,2023,9,29,6,"If you notice tension in your body, remind yourself that the stress response gives you access to your strength."
283,2023,9,29,7,Sweaty palms? Remember what it felt like to go on your first date ― palms sweat when you’re close to something you want.
284,2023,9,30,1,Why is the value of place so important? 
285,2023,9,30,2,"From a historical perspective, until the 1700s textile production was a hand process using the fibers available within a particular geographic region, for example, cotton, wool, silk, and flax."
286,2023,9,30,3,Trade among regions increased the availability of these fibers and associated textiles made from the fibers. 
287,2023,9,30,4,The First Industrial Revolution and subsequent technological advancements in manufactured fibers added to the fact that fibers and textiles were no longer “place-bound.” 
288,2023,9,30,5,"Fashion companies created and consumers could acquire textiles and products made from textiles with little or no connection to where, how, or by whom the products were made. "
289,2023,9,30,6,"This countered a disconnect between consumers and the products they use on a daily basis, a loss of understanding and appreciation in the skills and resources necessary to create these products, and an associated disregard for the human and natural resources necessary for the products’ creation. "
290,2023,9,30,7,"Therefore, renewing a value on place reconnects the company and the consumer with the people, geography, and culture of a particular location."
291,2023,9,31,1,"In the post-World War II years after 1945, unparalleled economic growth fueled a building boom and a massive"
292,2023,9,31,2,migration from the central cities to the new suburban areas.
293,2023,9,31,3,"The suburbs were far more dependent on the automobile, signaling the shift from primary dependence on public transportation to private cars. "
294,2023,9,31,4,Soon this led to the construction of better highways and freeways and the decline and even loss of public transportation. 
295,2023,9,31,5,With all of these changes came a privatization of leisure. 
296,2023,9,31,6,"As more people owned their own homes, with more space inside and lovely yards outside, their recreation and leisure time was increasingly centered around the home or, at most, the neighborhood. "
297,2023,9,31,7,One major activity of this home-based leisure was watching television.
298,2023,9,31,8,No longer did one have to ride the trolly to the theater to watch a movie; similar entertainment was available for free and more conveniently from television.
299,2023,9,32,1,Many people create and share pictures and videos on the Internet. 
300,2023,9,32,2,The difficulty is finding what you want. 
301,2023,9,32,3,"Typically, people want to search using words (rather than, say, example sketches). "
302,2023,9,32,4,"Because most pictures don’t come with words attached, it is natural to try and build tagging systems that tag images with relevant words. "
303,2023,9,32,5,The underlying machinery is straightforward ― we apply image classification and object detection methods and tag the image with the output words.
304,2023,9,32,6,But tags aren’t a comprehensive description of what is happening in an image.
305,2023,9,32,7,"It matters who is doing what, and tags don’t capture this."
306,2023,9,32,8,"For example, tagging a picture of a cat in the street with the object categories “cat”, “street”, “trash can” and “fish bones” leaves out the information that the cat is pulling the fish bones out of an open trash can on the street."
307,2023,9,33,1,"An invention or discovery that is too far ahead of its time is worthless; no one can follow. Ideally, an innovation opens up only the next step from what is known and invites the culture to move forward one hop. "
308,2023,9,33,2,"An overly futuristic, unconventional, or visionary invention can fail initially (it may lack essential not-yet-invented materials or a critical market or proper understanding) yet succeed later, when the ecology of supporting ideas catches up. "
309,2023,9,33,3,Gregor Mendel’s 1865 theories of genetic heredity were correct but ignored for 35 years. 
310,2023,9,33,4,"His sharp insights were not accepted because they did not explain the problems biologists had at the time, nor did his explanation operate by known mechanisms, so his discoveries were out of reach even for the early adopters."
311,2023,9,33,5,Decades later science faced the urgent questions that Mendel’s discoveries could answer.
312,2023,9,33,6,Now his insights were only one step away. 
313,2023,9,33,7,"Within a few years of one another, three different scientists each independently rediscovered Mendel’s forgotten work, which of course had been there all along"
314,2023,9,34,1,"Prior to photography, places did not travel well."
315,2023,9,34,2,"While painters have always lifted particular places out of their ‘dwelling’ and transported them elsewhere, paintings were time-consuming to produce, relatively difficult to transport and one-of-a-kind. "
316,2023,9,34,3,"The multiplication of photographs especially took place with the introduction of the half-tone plate in the 1880s that made possible the mechanical reproduction of photographs in newspapers, periodicals, books and advertisements. "
317,2023,9,34,4,"Photography became coupled to consumer capitalism and the globe was now offered ‘in limitless quantities, figures, landscapes, events which had not previously been utilised either at all, or only as pictures for one customer’."
318,2023,9,34,5,"With capitalism’s arrangement of the world as a ‘department store’, ‘the proliferation and circulation of representations ... achieved a spectacular and virtually inescapable global magnitude’. "
319,2023,9,34,6,"Gradually photographs became cheap massproduced objects that made the world visible, aesthetic and desirable. "
320,2023,9,34,7,Experiences were ‘democratised’ by translating them into cheap images. 
321,2023,9,34,8,"Light, small and mass-produced photographs became dynamic vehicles for the spatiotemporal circulation of places."
322,2023,9,35,1,"Although organizations are offering telecommuting programs in greater numbers than ever before, acceptance and use of these programs are still limited by a number of factors. "
323,2023,9,35,2,"These factors include manager reliance on face-to-face management practices, lack of telecommuting training within an organization, misperceptions of and discomfort with flexible workplace programs, and a lack of information about the effects of telecommuting on an organization’s bottom line. "
324,2023,9,35,3,"Despite these limitations, at the beginning of the 21st century, a new “anytime, anywhere” work culture is emerging. "
325,2023,9,35,4,"Continuing advances in information technology, the expansion of a global workforce, and increased desire to balance work and family are only three of the many factors that will gradually reduce the current barriers to telecommuting as a dominant workforce development. "
326,2023,9,35,5,"With implications for organizational cost savings, especially with regard to lower facility costs, increased employee flexibility, and productivity, telecommuting is increasingly of interest to many organizations. "
327,2023,9,36,1,"The intuitive ability to classify and generalize is undoubtedly a useful feature of life and research, but it carries a high cost, such as in our tendency to stereotype generalizations about people and situations."
328,2023,9,36,2,"For most people, the word stereotype arouses negative connotations: it implies a negative bias."
329,2023,9,36,3,"But, in fact, stereotypes do not differ in principle from all other generalizations; generalizations about groups of people are not necessarily always negative. "
330,2023,9,36,4,"Intuitively and quickly, we mentally sort things into groups based on what we perceive the differences between them to be, and that is the basis for stereotyping."
331,2023,9,36,5," Only afterwards do we examine (or not examine) more evidence of how things are differentiated, and the degree and significance of the variations. "
332,2023,9,37,1,Plants show finely tuned adaptive responses when nutrients are limiting. 
333,2023,9,37,2,Gardeners may recognize yellow leaves as a sign of poor nutrition and the need for fertilizer
334,2023,9,37,3,"But if a plant does not have a caretaker to provide supplemental minerals, it can proliferate or lengthen its roots and develop root hairs to allow foraging in more distant soil patches."
335,2023,9,37,4,Plants can also use their memory to respond to histories of temporal or spatial variation in nutrient or resource availability
336,2023,9,37,5,"Research in this area has shown that plants are constantly aware of their position in the environment, in terms of both space and time."
337,2023,9,37,6,"Plants that have experienced variable nutrient availability in the past tend to exhibit risk-taking behaviors, such as spending energy on root lengthening instead of leaf production."
338,2023,9,37,7,"In contrast, plants with a history of nutrient abundance are risk averse and save energy."
339,2023,9,37,8,"At all developmental stages, plants respond to environmental changes or unevenness so as to be able to use their energy for growth, survival, and reproduction, while limiting damage and nonproductive uses of their valuable energy."
340,2023,9,38,1,The shift from analog to digital technology significantly influenced how music was produced.
341,2023,9,38,2,"First and foremost, the digitization of sounds - that is, their conversion into numbers - enabled music makers to undo what was done."
342,2023,9,38,3,"One could, in other words, twist and bend sounds toward something new without sacrificing the original version."
343,2023,9,38,4,"This “undo” ability made mistakes considerably less momentous, sparking the creative process and encouraging a generally more experimental mindset"
344,2023,9,38,5,"In addition, digitally converted sounds could be manipulated simply by programming digital messages rather than using physical tools, simplifying the editing process significantly"
345,2023,9,38,6,"For example, while editing once involved razor blades to physically cut and splice audiotapes, it now involved the cursor and mouse-click of the computer-based sequencer program, which was obviously less time consuming"
346,2023,9,38,7,"Because the manipulation of digitally converted sounds meant the reprogramming of binary information, editing operations could be performed with millisecond precision."
347,2023,9,38,8,This microlevel access at once made it easier to conceal any traces of manipulations (such as joining tracks in silent spots) and introduced new possibilities for manipulating sounds in audible and experimental ways.
348,2023,9,39,1,"Acknowledging the making of artworks does not require a detailed, technical knowledge of, say, how painters mix different kinds of paint, or how an image editing tool works."
349,2023,9,39,2,All that is required is a general sense of a significant difference between working with paints and working with an imaging application.
350,2023,9,39,3,"This sense might involve a basic familiarity with paints and paintbrushes as well as a basic familiarity with how we use computers, perhaps including how we use consumer imaging apps."
351,2023,9,39,4,"In the case of specialists such as art critics, a deeper familiarity with materials and techniques is often useful in reaching an informed judgement about a work."
352,2023,9,39,5,This is because every kind of artistic material or tool comes with its own challenges and affordances for artistic creation
353,2023,9,39,6,Critics are often interested in the ways artists exploit different kinds of materials and tools for particular artistic effect.
354,2023,9,39,7,They are also interested in the success of an artist’s attempt - embodied in the artwork itself - to push the limits of what can be achieved with certain materials and tools.
355,2023,9,40,1,"Research for historical fiction may focus on under-documented ordinary people, events, or sites."
356,2023,9,40,2,"Fiction helps portray everyday situations, feelings, and atmosphere that recreate the historical context"
357,2023,9,40,3,"Historical fiction adds “flesh to the bare bones that historians are able to uncover and by doing so provides an account that while not necessarily true provides a clearer indication of past events, circumstances and cultures.”"
358,2023,9,40,4,"Fiction adds color, sound, drama to the past, as much as it invents parts of the past."
359,2023,9,40,5,"And Robert Rosenstone argues that invention is not the weakness of films, it is their strength."
360,2023,9,40,6,Fiction can allow users to see parts of the past that have never - for lack of archives - been represented.
361,2023,9,40,7,"In fact, Gilden Seavey explains that if producers of historical fiction had strongly held the strict academic standards, many historical subjects would remain unexplored for lack of appropriate evidence."
362,2023,9,40,8,"Historical fiction should, therefore, not be seen as the opposite of professional history, but rather as a challenging representation of the past from which both public historians and popular audiences may learn."
363,2023,9,41-42,1,One reason we think we forget most of what we learned in school is that we underestimate what we actually remember
364,2023,9,41-42,2,"Other times, we know we remember something, but we don’t recognize that we learned it in school."
365,2023,9,41-42,3,"Knowing where and when you learned something is usually called context information, and context is handled by different memory processes than memory for the content."
366,2023,9,41-42,4,"Thus, it’s quite possible to retain content without remembering the context."
367,2023,9,41-42,5,"For example, if someone mentions a movie and you think to yourself that you heard it was terrible but can’t remember where you heard that, you’re recalling the content, but you’ve lost the context."
368,2023,9,41-42,6,"Context information is frequently easier to forget than content, and it’s the source of a variety of memory illusions."
369,2023,9,41-42,7,"For instance, people are unconvinced by a persuasive argument if it’s written by someone who is not very credible."
370,2023,9,41-42,8,"But in time, readers’ attitudes, on average, change in the direction of the persuasive argument."
371,2023,9,41-42,9,Because readers are likely to remember the content of the argument but forget the source - someone who is not credible
372,2023,9,41-42,10,"If remembering the source of knowledge is difficult, you can see how it would be challenging to conclude you don’t remember much from school."
373,2023,9,43-45,1,"In July, people in the city often escaped to relax in the mountains."
374,2023,9,43-45,2,"Sean didn’t yet know it, but he was about to have the experience of a lifetime."
375,2023,9,43-45,3,"“When I look around, all I see is the work I haven’t finished and the bills I haven’t paid,” he complained over the phone to his friend and doctor, Alex."
376,2023,9,43-45,4,"Concerned about Sean, he said, “You’ve been stressed for weeks. Come see me for medical treatment if things don’t improve.”"
377,2023,9,43-45,5,"Upon hearing this offer, Sean replied, “Thanks, but I know just the treatment I need.”"
378,2023,9,43-45,6,He told his friend about the Vincent Mountain hike he had read about.
379,2023,9,43-45,7,"Alex anxiously warned, “Even in the summer, hiking can be dangerous"
380,2023,9,43-45,8,Don’t forget your safety checklist.”
381,2023,9,43-45,9,"Following his friend’s words, he added protective gear to his camping equipment."
382,2023,9,43-45,10,Sean put on his hiking clothes and tied up his boots.
383,2023,9,43-45,11,"He almost forgot his new hiking sticks as he walked out the door with his dog, Toby."
384,2023,9,43-45,12,"Having hiked for several hours, Sean was thrilled to reach the top of Vincent Mountain."
385,2023,9,43-45,13,"As Toby started to bark, Sean turned around and found him running toward a large pond."
386,2023,9,43-45,14,"“What a nice, quiet place,” Sean whispered to himself"
387,2023,9,43-45,15,"Among the trees, he could ease the stress of recent weeks."
388,2023,9,43-45,16,"As night approached, however, the wind blew fiercely"
389,2023,9,43-45,17,Sean became nervous.
390,2023,9,43-45,18,"Unable to sleep, he called to his companion, “Come here, Boy!”"
391,2023,9,43-45,19,He held the dog close in an effort to ignore the fear rushing in.
392,2023,9,43-45,20,"After what felt like the longest night of Sean’s life, the sky finally turned a beautiful shade of pink, and the warm sun shone around him."
393,2023,9,43-45,21,"He packed up his equipment, enjoying his last moments in the mountain air."
394,2023,9,43-45,22,"Finding Toby energetically running next to the campsite, Sean said, “You must be as excited as I am after surviving a night like that!”"
395,2023,9,43-45,23,"Sean went down the mountain with a renewed sense of joy, and he exclaimed, “My treatment worked like a charm!”"
,,,,,
